Machine_ID,Temperature,Run_Time,Downtime_Flag
M201,45.7,424,0
M144,30.7,382,1
M128,61.0,118,1
M619,70.7,459,1
M727,83.9,150,1
M268,56.0,307,0
M644,45.5,55,1
M317,80.9,134,1
M597,98.7,186,1
M718,63.3,253,0
M145,27.7,271,0
M470,66.9,317,1
M536,37.0,314,1
M041,66.9,374,1
M080,63.4,222,1
M736,81.4,351,0
M140,96.4,98,1
M214,51.4,410,0
M617,61.7,128,1
M714,97.4,64,1
M243,35.0,458,0
M714,25.1,322,1
M501,16.7,410,1
M624,77.9,260,1
M997,75.0,476,0
M408,71.3,444,0
M026,28.1,32,1
M678,73.7,15,1
M087,30.7,419,1
M572,85.9,58,1
M678,19.1,411,0
M150,67.8,391,0
M068,67.7,250,0
M678,40.6,369,1
M857,89.9,43,1
M916,19.1,363,1
M599,34.1,294,0
M506,70.8,323,0
M878,90.2,432,1
M604,48.0,285,1
M625,15.6,32,0
M150,57.2,85,1
M014,91.0,115,1
M269,62.5,71,0
M156,62.8,25,0
M905,47.1,408,1
M662,64.4,26,1
M494,10.8,13,1
M879,84.7,61,1
M207,97.7,285,1
M698,60.2,271,1
M632,33.3,403,1
M266,39.0,88,1
M431,44.7,71,0
M826,28.3,226,0
M178,64.4,365,1
M307,63.7,156,1
M241,85.7,68,1
M043,51.7,434,1
M914,35.7,14,1
M172,37.6,212,1
M819,78.8,133,1
M927,56.1,480,1
M699,20.8,266,0
M579,80.7,246,1
M271,26.5,28,1
M406,37.1,295,1
M295,95.5,348,0
M084,39.5,361,1
M287,58.1,115,1
M126,35.5,467,0
M622,91.1,332,1
M422,12.9,106,0
M831,24.2,449,0
M534,57.6,197,0
M816,99.4,139,1
M686,96.8,89,0
M844,46.6,273,0
M965,69.0,404,0
M869,83.4,126,0
M981,39.0,241,1
M245,37.1,121,1
M956,31.0,391,0
M541,50.9,272,1
M518,30.2,172,1
M071,66.7,234,1
M160,70.9,330,0
M499,82.0,184,1
M288,79.3,94,1
M808,73.4,251,1
M297,28.9,229,0
M295,26.7,52,1
M757,30.1,474,0
M103,13.3,68,1
M599,55.5,155,0
M160,38.8,190,0
M919,76.4,373,1
M878,69.0,70,0
M092,32.5,370,1
M733,11.7,106,1
M198,46.5,293,0
M609,99.0,63,1
M107,54.7,53,0
M049,10.3,78,0
M071,46.2,361,1
M513,40.5,74,1
M648,73.0,358,1
M138,32.5,166,1
M973,82.3,346,1
M869,51.3,358,1
M550,59.4,409,0
M720,69.5,279,0
M831,26.3,227,1
M801,93.8,252,0
M950,49.3,73,0
M438,31.8,46,1
M043,65.6,111,0
M228,27.0,69,0
M342,61.2,404,0
M497,51.2,82,1
M283,77.0,104,0
M726,12.3,108,0
M289,47.8,224,0
M328,50.3,406,0
M323,75.9,51,0
M535,23.2,359,1
M297,59.8,272,0
M649,94.3,59,0
M462,87.5,418,0
M957,58.5,160,0
M769,64.3,432,1
M138,19.1,232,1
M921,87.2,186,0
M242,93.4,250,0
M468,36.8,207,1
M455,33.7,346,0
M962,49.8,21,1
M756,70.9,51,0
M765,27.2,375,1
M798,96.5,72,0
M913,88.1,303,1
M659,91.8,330,0
M096,63.6,57,1
M989,77.4,96,0
M400,20.5,199,1
M325,75.2,60,0
M807,56.8,191,0
M975,67.1,166,1
M475,74.2,398,1
M279,31.2,223,1
M703,53.3,447,1
M682,30.2,111,1
M342,11.7,285,1
M322,64.7,305,1
M736,60.2,246,1
M647,39.1,184,0
M839,85.5,280,0
M380,48.4,35,1
M720,42.8,377,0
M762,65.9,334,0
M286,12.3,371,1
M174,75.3,105,1
M113,68.0,284,1
M289,71.2,167,0
M631,46.9,337,1
M471,71.7,367,0
M894,27.5,186,0
M674,39.8,208,0
M823,77.9,224,1
M298,86.4,70,1
M716,64.2,54,1
M508,87.5,435,1
M170,36.4,19,1
M812,95.2,325,0
M546,92.8,181,1
M335,30.2,269,0
M231,51.2,333,0
M181,76.8,82,1
M091,14.3,263,0
M117,83.7,109,1
M781,34.8,66,0
M821,76.1,132,0
M281,67.7,249,0
M511,44.8,410,1
M214,88.2,456,0
M537,97.5,455,0
M181,39.5,112,1
M788,10.8,379,0
M309,72.1,108,1
M521,66.0,221,0
M172,96.8,140,0
M866,85.0,358,1
M098,93.3,211,0
M227,15.7,384,1
M527,46.6,205,0
M968,38.4,365,1
M490,22.0,459,1
M012,75.0,157,0
M838,99.2,374,1
M201,72.4,460,1
M775,41.6,315,0
M482,18.0,426,1
M761,40.6,409,0
M265,18.7,412,0
M439,93.8,93,0
M122,55.7,280,0
M442,65.6,130,1
M708,91.9,46,0
M169,85.9,94,0
M894,39.6,119,0
M132,63.3,47,0
M190,63.3,48,1
M440,48.5,164,1
M362,58.9,474,0
M423,40.7,465,0
M544,40.1,47,0
M550,92.0,165,1
M880,69.7,432,0
M350,63.8,153,0
M395,34.0,63,0
M969,18.6,234,1
M865,94.3,298,1
M586,34.8,150,0
M879,79.7,245,1
M490,98.5,157,0
M246,65.9,471,0
M363,35.4,148,0
M489,15.9,349,0
M599,28.4,188,1
M874,69.6,310,1
M700,59.1,356,1
M837,72.6,327,0
M483,52.1,233,0
M263,13.4,284,1
M133,51.0,72,1
M784,12.6,285,0
M739,11.2,32,1
M886,87.2,245,0
M328,63.0,427,1
M800,24.4,271,0
M745,40.4,410,0
M191,23.3,382,1
M926,61.8,121,0
M737,66.7,165,1
M553,89.8,144,1
M650,83.0,254,1
M756,82.5,55,1
M400,66.5,72,1
M990,60.7,167,1
M834,75.7,434,1
M382,21.1,37,0
M223,66.0,480,0
M202,51.1,66,1
M544,33.3,412,0
M910,32.2,102,0
M318,36.3,109,0
M508,84.3,105,0
M065,56.2,76,1
M090,90.3,21,1
M735,22.0,437,1
M797,66.8,157,0
M814,92.4,423,0
M163,44.5,111,0
M789,47.7,471,0
M760,91.6,147,0
M041,95.6,16,0
M666,42.5,283,0
M348,18.7,139,0
M662,77.5,415,1
M907,73.7,215,0
M482,19.1,298,1
M274,11.0,275,1
M502,91.0,84,0
M578,40.8,127,0
M574,10.3,336,1
M885,78.4,370,0
M646,12.9,59,0
M347,65.7,258,1
M170,72.9,96,0
M939,70.7,166,1
M633,57.7,304,1
M968,53.2,439,1
M616,25.9,137,1
M894,39.5,420,1
M025,89.0,450,0
M625,35.0,356,1
M676,16.2,127,0
M191,94.3,296,1
M598,53.3,436,0
M826,75.9,442,1
M713,88.4,60,1
M504,69.0,465,1
M657,26.8,302,0
M325,91.8,36,1
M862,27.6,479,0
M081,97.7,333,1
M188,68.7,342,0
M480,79.9,121,0
M473,56.9,17,0
M873,23.0,44,0
M387,68.4,292,0
M521,35.8,30,0
M409,25.2,443,1
M673,62.5,352,1
M639,13.8,81,0
M296,62.9,397,0
M775,84.6,228,1
M147,15.6,397,0
M601,72.1,440,0
M252,45.7,157,1
M267,77.2,332,1
M904,51.4,407,0
M722,58.3,111,0
M365,70.8,267,1
M363,87.9,20,1
M457,70.6,329,0
M482,54.3,159,1
M933,19.1,98,0
M574,55.1,203,1
M131,31.6,181,1
M943,19.3,297,1
M700,32.7,85,1
M691,27.9,330,0
M768,85.4,259,0
M558,61.8,320,0
M759,51.3,247,1
M724,72.8,21,1
M904,54.3,70,0
M712,73.3,444,0
M949,63.2,386,0
M045,51.2,128,0
M278,40.9,277,0
M189,99.0,353,1
M179,95.5,343,1
M435,70.9,133,0
M219,80.5,38,0
M524,68.6,46,0
M476,52.7,79,1
M827,78.0,182,1
M958,20.3,406,1
M364,91.8,358,1
M208,70.9,436,0
M577,16.8,94,0
M392,47.1,143,0
M433,44.5,284,0
M802,88.0,46,0
M314,94.9,407,0
M735,83.3,85,1
M252,23.4,186,1
M613,19.8,405,1
M596,94.0,101,1
M931,42.5,273,1
M724,71.4,277,1
M355,27.8,464,1
M622,90.5,200,1
M589,22.5,190,0
M057,89.8,273,1
M995,20.2,355,0
M534,67.4,348,1
M394,93.3,415,1
M761,99.2,328,0
M290,18.4,409,0
M173,24.0,21,0
M865,54.2,290,0
M374,37.0,430,0
M296,31.3,322,1
M026,14.2,221,0
M704,30.3,408,1
M338,49.2,38,0
M062,13.3,217,0
M671,10.7,150,1
M234,83.6,186,0
M637,94.1,310,0
M845,41.1,457,0
M117,87.0,304,1
M388,72.9,302,0
M059,69.1,145,0
M533,85.8,171,1
M628,29.7,428,0
M063,55.2,48,0
M244,12.9,261,0
M205,32.0,380,1
M831,79.6,216,0
M936,65.5,350,1
M832,62.1,400,0
M063,70.5,336,0
M498,52.8,327,1
M080,69.7,234,1
M060,38.9,453,1
M248,17.7,77,1
M991,70.1,116,0
M254,11.0,41,1
M500,40.1,295,1
M248,57.1,126,1
M650,45.6,470,1
M618,63.8,180,1
M173,89.2,434,0
M122,41.4,404,1
M280,65.1,170,1
M035,80.2,34,0
M498,98.0,335,1
M249,40.4,137,1
M797,89.2,122,0
M672,80.7,403,0
M609,14.3,142,1
M193,30.3,121,1
M529,42.2,39,1
M599,17.0,237,1
M046,97.9,170,0
M973,35.3,275,1
M673,64.3,273,1
M028,63.5,280,1
M345,71.7,220,1
M441,57.4,459,1
M446,50.7,283,1
M076,10.1,310,0
M730,65.2,77,0
M681,11.6,284,0
M147,19.2,58,0
M595,39.8,287,1
M263,79.6,323,0
M062,10.8,259,1
M524,28.0,338,0
M976,15.4,108,1
M416,13.9,433,1
M237,15.2,434,1
M487,94.5,175,0
M371,58.5,121,0
M800,95.7,36,0
M313,23.9,265,1
M234,45.0,311,1
M368,60.8,463,0
M030,33.4,457,0
M919,28.9,299,0
M481,10.5,247,1
M809,89.9,436,1
M334,37.0,268,0
M010,41.9,26,1
M877,50.3,382,0
M704,74.0,421,0
M140,63.4,431,0
M703,55.1,276,0
M829,30.2,434,1
M811,53.0,257,0
M953,88.5,338,0
M584,44.6,63,0
M334,34.8,245,1
M816,88.9,255,0
M043,91.0,29,1
M847,92.7,237,1
M310,82.7,82,1
M476,11.0,337,0
M622,91.6,99,0
M120,47.8,42,0
M610,32.0,469,0
M778,46.6,29,1
M068,42.8,137,1
M295,91.2,324,1
M301,46.7,385,0
M533,29.0,124,1
M877,42.3,458,0
M558,67.3,155,0
M051,39.2,301,0
M100,17.8,363,1
M235,71.9,230,0
M399,54.2,409,0
M603,42.1,21,0
M288,46.7,439,0
M098,74.9,119,1
M718,59.2,82,0
M426,76.6,395,1
M070,41.9,110,0
M148,33.9,34,0
M060,90.8,40,1
M922,65.2,459,1
M351,49.6,383,1
M020,71.0,426,0
M496,48.3,86,1
M978,62.1,21,0
M469,73.7,458,0
M810,61.8,163,1
M615,33.2,145,1
M676,99.5,35,1
M405,99.3,251,0
M919,44.8,340,0
M867,29.1,311,1
M709,18.2,63,0
M698,53.3,468,0
M271,31.6,451,0
M782,58.7,385,0
M770,47.0,74,1
M440,64.5,68,1
M528,13.1,147,1
M821,56.9,433,0
M076,70.6,447,0
M338,71.1,365,0
M214,42.3,348,1
M559,27.5,318,0
M664,19.7,297,1
M761,13.4,412,0
M583,70.3,281,1
M945,85.5,157,1
M163,75.0,100,1
M805,75.7,292,0
M370,49.5,415,0
M901,80.0,355,1
M453,34.1,289,1
M073,38.3,459,1
M439,99.8,227,1
M077,52.6,234,1
M194,14.5,262,0
M937,35.1,212,1
M642,91.7,441,1
M750,14.5,109,0
M570,82.0,307,0
M394,48.6,41,0
M336,39.7,377,0
M759,19.0,106,0
M995,25.0,108,1
M752,68.3,242,1
M190,10.9,365,1
M350,74.1,339,0
M783,57.7,234,1
M945,43.4,93,1
M016,10.8,458,0
M944,97.4,162,1
M781,67.6,156,0
M453,71.1,186,0
M358,67.8,167,0
M716,17.5,201,0
M751,56.2,358,1
M459,48.4,181,0
M194,96.7,11,0
M972,18.7,251,1
M264,70.2,351,0
M184,87.8,478,1
M081,84.0,337,0
M706,94.6,339,1
M140,10.9,193,0
M552,94.4,338,0
M012,29.4,215,1
M675,60.2,138,0
M874,54.1,287,1
M483,23.3,254,0
M058,13.0,230,0
M743,38.2,342,0
M599,80.8,381,1
M651,62.4,265,0
M126,62.8,364,1
M505,12.1,229,0
M884,43.6,215,0
M629,68.8,309,0
M047,51.5,164,1
M055,63.7,347,1
M038,61.3,372,0
M658,31.0,92,0
M411,75.3,389,1
M341,17.8,99,1
M528,69.4,359,0
M577,14.8,260,1
M875,90.3,464,1
M950,37.6,328,0
M100,50.1,47,0
M991,68.9,273,1
M316,39.3,424,0
M523,61.6,276,0
M040,12.8,334,0
M227,24.6,163,0
M014,13.9,234,1
M629,93.8,374,1
M146,85.9,28,1
M143,19.4,42,0
M544,26.5,262,0
M486,70.2,154,0
M573,82.0,263,1
M852,44.9,282,1
M633,64.6,69,0
M800,95.9,301,0
M132,50.0,381,0
M665,43.7,88,1
M611,45.6,63,1
M527,41.4,298,0
M332,32.6,161,1
M735,52.6,37,0
M658,83.9,373,0
M695,30.3,305,1
M014,77.7,316,1
M857,83.1,374,0
M347,53.0,213,1
M870,87.6,438,1
M670,50.3,347,1
M564,45.2,436,1
M432,34.0,265,0
M320,60.0,354,0
M882,88.4,343,1
M274,64.3,139,0
M512,53.0,128,1
M644,87.9,10,1
M316,69.1,309,1
M445,39.4,476,0
M689,83.3,469,0
M009,28.4,231,1
M292,41.8,204,0
M634,90.0,70,1
M354,65.6,38,0
M676,79.8,445,0
M809,18.1,107,1
M592,75.0,73,0
M506,98.0,388,1
M322,43.6,234,0
M636,65.3,381,1
M711,74.6,81,1
M739,21.5,368,0
M261,31.9,174,0
M770,75.6,289,1
M867,18.8,107,0
M798,52.7,413,0
M769,30.9,301,0
M061,46.2,85,1
M357,20.9,407,0
M581,65.2,262,0
M417,62.6,415,0
M584,44.0,67,0
M935,28.4,466,0
M315,87.7,52,0
M071,35.3,300,0
M704,90.6,232,0
M758,54.4,473,1
M800,22.4,180,0
M713,11.3,337,1
M415,98.8,31,0
M747,92.8,423,0
M434,10.7,278,1
M315,44.2,230,1
M360,40.1,53,1
M946,50.9,216,1
M981,41.3,446,0
M852,51.8,306,1
M469,62.6,182,0
M939,44.1,480,0
M093,13.1,170,1
M435,65.9,237,1
M864,18.1,437,1
M235,53.3,413,1
M722,57.0,271,0
M985,50.9,160,0
M055,73.1,116,1
M856,78.5,120,0
M817,77.1,102,1
M318,33.7,131,0
M034,21.6,19,1
M578,41.4,382,0
M007,40.0,199,1
M445,43.4,28,1
M963,12.4,112,0
M206,55.5,131,1
M494,58.9,17,1
M587,82.1,344,1
M011,21.8,236,1
M431,39.4,155,1
M965,94.1,423,1
M655,81.7,190,1
M064,60.3,257,0
M108,74.3,475,1
M721,52.9,389,1
M145,97.7,67,0
M734,95.7,214,1
M345,18.1,415,1
M431,74.5,91,0
M855,70.5,165,0
M313,16.8,463,0
M872,88.9,303,0
M567,27.5,280,1
M747,54.1,78,0
M414,74.2,13,1
M337,29.1,426,1
M067,88.3,414,0
M090,69.2,324,0
M720,94.7,436,1
M198,28.0,151,0
M342,47.5,300,1
M585,19.8,460,0
M770,96.5,105,0
M523,82.2,113,0
M502,64.9,243,0
M708,24.6,104,0
M872,44.8,402,0
M1000,35.3,18,1
M354,94.3,431,0
M323,25.8,366,0
M807,85.1,323,0
M615,96.0,407,1
M731,21.7,163,1
M498,62.5,402,1
M369,99.7,148,0
M429,71.0,52,0
M029,28.7,414,0
M928,53.7,120,0
M887,31.0,456,0
M253,72.6,227,1
M441,22.6,17,0
M403,57.6,418,0
M555,40.3,292,0
M409,68.5,155,0
M200,36.7,61,1
M240,73.8,120,0
M637,16.7,257,1
M660,85.9,141,1
M419,94.2,157,1
M776,26.8,383,1
M508,17.1,233,1
M371,42.7,198,0
M017,53.5,113,0
M617,54.9,351,0
M641,73.6,380,1
M274,54.8,35,1
M936,94.9,426,0
M520,16.5,474,0
M958,54.6,393,1
M967,14.7,360,0
M340,81.4,329,0
M820,47.5,256,1
M090,16.2,164,0
M969,67.6,284,1
M975,14.3,404,0
M682,49.8,36,1
M550,98.8,233,0
M835,40.6,62,1
M043,71.2,217,1
M514,81.0,163,1
M780,27.6,15,0
M651,10.2,157,0
M141,58.5,266,0
M193,97.6,177,0
M984,81.9,340,0
M626,97.9,223,0
M734,65.0,187,0
M616,15.1,167,1
M991,39.0,384,1
M295,20.8,245,0
M232,78.6,30,1
M999,47.0,102,0
M620,77.8,415,1
M034,69.0,59,1
M510,21.3,141,0
M881,83.3,453,0
M938,44.1,417,0
M540,92.1,383,1
M525,48.0,478,1
M135,68.1,55,1
M170,22.8,155,0
M307,90.8,302,0
M293,31.0,117,1
M169,68.7,309,0
M883,92.2,95,0
M557,43.0,434,1
M575,48.9,355,0
M173,17.2,302,0
M813,72.5,118,0
M716,22.2,194,0
M531,53.0,456,1
M255,67.6,378,1
M356,86.8,12,1
M507,26.7,248,0
M787,46.9,235,0
M488,66.6,279,1
M804,82.0,228,1
M210,37.7,473,0
M687,76.5,121,1
M078,59.9,93,0
M046,58.0,466,1
M717,34.7,391,1
M775,88.2,222,0
M626,42.1,134,0
M073,61.7,383,0
M805,14.0,121,1
M444,56.1,241,0
M993,47.9,211,1
M998,20.2,311,0
M371,36.5,415,0
M901,47.9,403,0
M043,78.9,383,0
M546,46.7,29,1
M913,14.0,227,1
M384,13.2,299,0
M801,36.4,233,0
M594,24.2,128,0
M747,49.9,179,1
M238,65.0,24,1
M823,86.1,201,0
M416,28.4,66,1
M873,48.6,472,1
M063,31.7,45,0
M506,57.1,106,0
M907,49.2,219,1
M702,16.2,254,0
M379,17.7,87,1
M387,89.4,156,0
M882,62.0,473,0
M513,75.7,70,1
M089,62.3,171,0
M002,28.5,212,0
M006,42.8,343,1
M891,10.2,318,1
M645,52.9,155,1
M324,78.8,134,0
M708,72.3,134,1
M772,73.1,245,1
M633,52.8,447,0
M343,17.1,60,0
M491,70.5,87,1
M446,69.7,115,0
M051,11.2,297,1
M482,24.3,157,1
M548,70.5,476,0
M071,86.9,184,0
M701,47.6,224,0
M426,35.3,138,0
M256,52.4,373,0
M108,71.5,456,0
M918,67.7,266,1
M891,71.3,195,1
M062,47.5,447,0
M309,69.7,105,0
M943,82.1,164,0
M418,25.4,278,0
M435,77.5,138,0
M852,24.2,128,1
M537,88.8,385,1
M417,37.4,275,1
M928,65.4,406,1
M397,81.8,223,0
M847,53.0,409,0
M215,47.9,295,1
M029,21.3,143,1
M712,55.4,367,0
M665,95.4,341,1
M856,88.5,192,1
M593,28.5,295,1
M568,88.8,37,1
M495,35.1,85,1
M364,93.6,243,1
M410,91.7,131,0
M238,45.9,422,0
M725,16.6,203,1
M875,40.2,466,1
M610,40.8,353,0
M752,26.9,239,1
M524,83.7,365,0
M329,94.1,38,1
M467,36.2,299,0
M422,52.4,432,0
M718,39.5,268,0
M518,96.5,18,1
M466,57.0,41,0
M230,89.6,243,0
M799,29.7,61,1
M792,32.2,437,1
M425,72.0,412,0
M405,33.3,393,0
M747,48.7,242,1
M234,49.5,368,1
M520,73.3,275,0
M466,61.6,29,0
M685,73.4,240,1
M280,51.3,463,0
M040,42.6,333,0
M382,64.7,152,0
M938,74.7,190,0
M803,71.8,409,0
M421,52.4,291,1
M484,13.8,479,0
M580,67.9,266,0
M938,80.2,427,1
M486,34.9,223,0
M941,14.6,265,1
M020,17.3,139,0
M552,74.1,389,0
M388,40.9,410,1
M909,71.7,136,1
M115,94.0,333,0
M333,65.7,411,1
M734,53.4,182,1
M173,69.8,474,0
M607,57.9,301,1
M226,82.6,205,0
M656,63.7,477,1
M032,74.6,159,0
M605,63.7,344,1
M520,73.7,107,0
M231,92.0,157,0
M859,12.3,385,1
M062,15.4,320,0
M650,16.0,457,1
M792,21.3,23,1
M110,33.6,412,0
M755,50.7,259,1
M068,50.2,132,1
M195,58.5,22,0
M829,11.8,433,1
M586,90.5,465,1
M983,56.8,262,0
M121,42.3,432,1
M126,95.3,223,1
M828,79.1,223,1
M199,95.8,395,1
M231,77.9,379,1
M410,13.2,290,0
M443,83.7,465,0
M321,17.1,42,0
M365,78.5,270,1
M185,53.9,13,1
M587,12.4,429,0
M475,89.9,269,0
M202,43.3,67,0
M266,12.8,75,0
M320,50.2,291,0
M128,88.7,258,1
M902,89.5,375,1
M788,12.1,288,0
M344,91.3,399,1
M481,11.3,260,1
M673,77.6,246,1
M420,97.2,14,1
M937,69.4,407,1
M762,76.3,315,1
M579,74.7,369,0
M080,10.9,314,0
M684,76.3,471,1
M102,23.8,472,1
M551,84.7,272,0
M008,15.8,323,0
M765,14.8,274,0
M180,45.0,222,1
M440,64.1,469,1
M100,80.7,193,1
M107,37.1,255,1
M326,38.0,165,1
M680,24.9,427,1
M068,94.6,298,0
M058,48.6,176,1
M595,53.3,197,0
M392,15.2,235,0
M409,52.2,391,0
M795,98.6,267,1
M871,73.5,112,0
M961,89.6,268,0
M607,80.3,119,1
M248,40.9,471,0
M977,65.0,367,1
M028,34.3,340,1
M745,40.1,188,0
M494,31.5,351,0
M891,25.2,135,1
M113,20.0,245,0
M461,44.4,47,1
M443,12.5,265,1
M426,24.2,241,1
M363,99.0,469,0
M964,36.9,39,0
M113,14.0,407,1
M070,79.5,81,0
M176,85.4,162,0
M838,54.5,288,0
M532,75.4,286,1
M119,83.3,316,0
M335,86.6,297,1
M197,61.9,320,1
M123,73.7,241,1
M354,52.1,271,1
M560,30.0,431,0
M930,63.3,358,1
M732,78.2,333,1
M226,24.4,373,0
M744,92.6,345,1
M520,13.0,260,1
M804,41.7,109,0
M874,11.2,446,1
M846,10.8,191,0
M196,65.4,223,1
M435,28.7,426,0
M855,78.7,400,1
M506,61.5,319,1
M529,95.7,202,0
M004,84.0,198,1
M988,73.8,163,1
M078,35.0,23,0
M912,50.4,410,1
M740,99.1,181,1
M958,62.7,115,1
M246,18.9,326,1
M431,87.5,169,0
M566,64.1,180,1
M840,97.1,79,0
M678,65.6,68,0
M238,94.8,472,0
M158,43.0,390,1
M303,57.9,337,1
M126,20.6,262,0
M221,13.8,61,0
M285,87.8,208,0
M789,23.7,463,0
M620,74.9,159,1
M489,85.8,11,1
M864,80.7,284,0
M451,88.9,248,1
M826,24.2,470,0
M290,90.0,228,0
M037,37.5,242,1
M336,59.6,318,1
M174,22.7,103,0
M182,91.6,313,1
M449,44.1,147,1
M892,93.0,319,1
M633,75.7,240,1
M554,12.6,460,1
M847,21.1,127,1
M248,33.2,419,1
M341,57.2,302,1
M569,76.4,377,1
M367,83.2,66,1
M076,43.4,73,1
M857,34.5,11,1
M342,95.1,307,1
M963,42.9,472,1
M469,20.2,336,0
M042,37.9,100,1
M570,85.7,48,0
M036,39.8,130,0
M766,59.6,414,0
M732,94.4,478,0
M906,98.7,480,1
M197,36.0,32,1
M766,94.9,13,1
M670,33.1,300,0
M307,43.6,142,1
M764,94.4,155,1
M464,11.1,294,1
M080,28.2,184,1
M563,81.7,241,1
M749,70.0,470,0
M321,97.8,131,0
M031,72.6,443,1
M139,32.4,212,0
M634,41.3,284,1
M157,64.4,314,0
M846,24.6,172,1
M440,68.4,397,0
M090,67.8,250,0
M131,51.9,155,1
M728,54.4,455,0
M684,64.6,148,0
M334,71.5,339,1
M638,90.3,107,1
M192,94.2,118,1
M374,75.7,395,1
M201,96.3,12,1
M171,64.9,180,1
M935,24.5,400,0
M355,56.3,18,1
M991,57.0,181,1
M290,42.9,379,0
M029,91.4,87,1
M740,27.1,409,1
M976,11.1,316,1
M028,62.1,170,1
M159,49.3,89,1
M093,88.3,418,1
M526,94.2,260,0
M173,79.9,451,0
M905,14.7,374,0
M547,80.5,477,1
M497,35.9,102,0
M506,42.1,426,0
M667,62.5,439,1
M891,82.9,43,0
M549,35.1,356,0
M926,17.4,328,0
M835,26.5,460,0
M800,88.9,324,0
M692,37.9,319,1
M284,35.1,118,0
M666,43.9,160,0
M909,54.5,45,0
M302,95.9,434,0
M663,53.4,400,0
M498,50.2,472,0
M788,54.3,100,0
M307,40.4,272,1
M854,20.1,22,1
M129,35.5,402,1
M537,92.6,455,0
M394,96.1,85,0
M346,61.2,315,1
M549,82.8,83,1
M791,57.5,221,0
M226,16.0,54,1
M793,98.6,108,1
M272,42.2,346,0
M624,67.1,292,1
M276,13.9,420,0
M894,18.1,223,0
M400,12.4,246,0
M076,90.7,182,1
M710,55.3,101,1
M503,31.2,411,1
M398,76.1,382,0
M258,55.6,472,0
M634,29.8,368,1
M495,17.8,198,1
M088,52.7,146,0
M506,44.1,460,1
M929,94.2,411,1
M121,52.3,186,0
M665,85.5,430,0
M706,78.7,50,1
M313,80.8,365,1
M750,66.4,353,0
M599,45.7,153,0
M948,44.1,263,0
M921,36.3,161,1
M194,99.2,190,0
M252,95.6,365,1
M165,40.1,346,1
M978,13.9,284,1
M472,20.9,205,0
M112,70.4,282,0
M900,11.7,477,0
M351,64.6,221,1
M552,80.7,315,1
M585,52.1,35,1
M808,31.0,208,1
M932,78.2,459,0
M379,25.9,117,1
M947,92.2,468,0
M795,86.0,50,1
M127,58.1,289,1
M945,44.1,115,0
M866,36.5,32,1
M860,26.2,250,0
M853,63.6,182,1
M592,99.0,359,1
M642,67.9,297,1
M399,30.5,379,0
M252,16.6,237,1
M451,19.4,367,0
M707,79.8,139,0
M053,13.6,107,0
M177,96.2,128,0
M014,76.4,53,0
M871,61.4,403,0
M156,19.9,363,0
M446,37.4,284,0
M042,26.9,399,1
M738,48.8,263,1
M173,76.3,56,1
M703,31.6,237,1
M588,13.8,178,0
M938,77.4,195,1
M115,43.1,447,0
M443,46.5,114,1
M691,70.0,467,0
M763,48.1,455,1
M335,52.5,368,0
M237,31.9,196,1
M574,89.6,387,1
M445,35.4,189,0
M236,65.3,458,1
M514,23.2,103,0
M531,47.0,193,0
M433,63.0,304,0
M116,90.6,472,1
M035,62.2,432,0
M465,81.1,446,1
M223,35.4,283,1
M984,44.8,277,0
M296,18.6,83,0
M001,52.3,125,1
M504,78.1,478,1
M607,37.6,392,1
M728,52.9,431,1
M020,53.9,85,1
M404,17.0,188,1
M230,42.6,339,0
M434,92.3,233,0
M459,11.4,325,1
M227,64.5,473,0
M240,75.1,437,0
M368,71.9,44,1
M657,76.6,84,0
M471,75.5,40,0
M138,38.0,54,0
M458,93.3,475,0
M581,50.6,12,1
M464,42.5,318,0
M860,57.2,150,1
M107,83.9,401,1
M085,79.4,259,1
M795,77.6,96,0
M460,65.9,86,1
M867,24.5,87,1
M891,33.7,367,1
M814,33.4,344,1
M030,60.3,393,1
M864,15.5,147,0
M358,64.2,467,0
M149,63.4,237,0
M748,87.1,38,0
M761,95.2,98,0
M377,31.3,30,0
M948,42.0,91,1
M711,86.5,446,1
M721,59.5,393,0
M813,58.8,373,1
M705,34.8,245,0
M536,95.8,255,1
M090,20.3,133,1
M015,46.6,262,0
M802,88.2,260,0
M400,69.7,455,0
M775,49.5,91,0
M772,59.9,433,0
M464,56.5,273,1
M993,55.0,198,1
M852,96.0,58,0
M524,27.6,128,1
M043,74.3,220,1
M821,23.5,276,1
M150,66.6,390,1
M422,23.0,339,0
M558,70.5,372,1
M155,12.6,236,1
M883,93.6,404,1
M548,22.3,75,0
M070,73.2,122,1
M476,69.1,350,1
M076,60.9,384,0
M931,26.6,451,0
M065,92.7,287,0
M504,25.9,213,1
M540,69.2,443,1
M715,35.8,45,0
M008,20.8,203,1
M250,58.9,249,1
M573,39.1,376,0
M753,96.2,469,1
M309,15.7,452,1
M287,61.3,419,0
M947,76.9,119,1
M404,50.7,23,0
M572,72.6,138,0
M171,33.8,29,0
M713,33.1,186,0
M518,23.0,31,0
M437,40.3,326,1
M947,45.0,23,0
M502,27.5,204,0
M972,62.8,216,0
M213,70.2,424,1
M165,51.7,246,1
M812,25.3,148,1
M352,75.8,248,0
M378,17.1,431,0
M042,53.9,395,0
M346,88.3,126,0
M547,17.6,48,0
M094,57.8,161,0
M227,27.1,260,0
M269,26.4,264,1
M120,54.5,475,1
